DATE,DEXJPUS
1/19/1982,224.5
1/20/1982,225.5
1/21/1982,225.65
1/22/1982,227.4
1/25/1982,229.4
1/26/1982,228.25
1/27/1982,229.6
1/28/1982,231
1/29/1982,228.3
2/1/1982,232.6
2/2/1982,233.25
2/3/1982,234.8
2/4/1982,233.15
2/5/1982,233.5
2/8/1982,234.75
2/9/1982,236.5
2/10/1982,236.35
2/11/1982,235.75
2/12/1982,.
2/15/1982,.
2/16/1982,240.65
2/17/1982,240.35
2/18/1982,235.5
2/19/1982,233.6
2/22/1982,232.1
2/23/1982,234.9
2/24/1982,234.45
2/25/1982,236.05
2/26/1982,237.25
3/1/1982,238.3
3/2/1982,237.7
3/3/1982,236.6
3/4/1982,236.55
3/5/1982,233.9
3/8/1982,234.3
3/9/1982,237.55
3/10/1982,237.25
3/11/1982,239.4
3/12/1982,240.1
3/15/1982,240.5
3/16/1982,241.6
3/17/1982,241.4
3/18/1982,242.1
3/19/1982,244
3/22/1982,245.3
3/23/1982,244.9
3/24/1982,243.6
3/25/1982,245.35
3/26/1982,247.1
3/29/1982,247.2
3/30/1982,245.3
3/31/1982,248.25
4/1/1982,246.2
4/2/1982,245.6
4/5/1982,248.4
4/6/1982,248.4
4/7/1982,245.9
4/8/1982,248.75
4/9/1982,248.05
4/12/1982,248
4/13/1982,246.7
4/14/1982,247.45
4/15/1982,248.4
4/16/1982,247.8
4/19/1982,245
4/20/1982,243.15
4/21/1982,243.2
4/22/1982,242.8
4/23/1982,241.15
4/26/1982,238.4
4/27/1982,238
4/28/1982,237.25
4/29/1982,235.9
4/30/1982,235.85
5/3/1982,236.6
5/4/1982,237.55
5/5/1982,234.1
5/6/1982,233.55
5/7/1982,232.92
5/10/1982,233.3
5/11/1982,232.85
5/12/1982,233.8
5/13/1982,235.2
5/14/1982,235.25
5/17/1982,236.85
5/18/1982,237.25
5/19/1982,238.95
5/20/1982,238.3
5/21/1982,237.6
5/24/1982,238.4
5/25/1982,240.2
5/26/1982,240.4
5/27/1982,242.9
5/28/1982,243.3
5/31/1982,.
6/1/1982,244.3
6/2/1982,244.7
6/3/1982,243.2
6/4/1982,243.65
6/7/1982,245.65
6/8/1982,247
6/9/1982,248.95
6/10/1982,249.3
6/11/1982,247.55
6/14/1982,250.65
6/15/1982,251.65
6/16/1982,252.85
6/17/1982,254.5
6/18/1982,255.15
6/21/1982,257.15
6/22/1982,254.5
6/23/1982,256
6/24/1982,252.4
6/25/1982,257.7
6/28/1982,258.95
6/29/1982,255.55
6/30/1982,255
7/1/1982,255.95
7/2/1982,257
7/5/1982,.
7/6/1982,257.7
7/7/1982,259
7/8/1982,257.85
7/9/1982,255.8
7/12/1982,254.25
7/13/1982,257.5
7/14/1982,256.35
7/15/1982,255.95
7/16/1982,254.05
7/19/1982,254.65
7/20/1982,253.75
7/21/1982,252.05
7/22/1982,251.85
7/23/1982,249.2
7/26/1982,250.95
7/27/1982,252.3
7/28/1982,254.8
7/29/1982,256.6
7/30/1982,258.1
8/2/1982,256.6
8/3/1982,257.85
8/4/1982,260.35
8/5/1982,259.85
8/6/1982,260.1
8/9/1982,262.3
8/10/1982,263.9
8/11/1982,263.4
8/12/1982,263.2
8/13/1982,262.1
8/16/1982,264.05
8/17/1982,264.05
8/18/1982,259.2
8/19/1982,258.35
8/20/1982,254.75
8/23/1982,254.6
8/24/1982,251.5
8/25/1982,251
8/26/1982,253.2
8/27/1982,256.6
8/30/1982,260.95
8/31/1982,261.1
9/1/1982,259.1
9/2/1982,256.2
9/3/1982,257.8
9/6/1982,.
9/7/1982,257.45
9/8/1982,259.5
9/9/1982,258.65
9/10/1982,262.65
9/13/1982,264
9/14/1982,263.25
9/15/1982,263.4
9/16/1982,263.4
9/17/1982,263.2
9/20/1982,264.5
9/21/1982,265.1
9/22/1982,262.65
9/23/1982,264.95
9/24/1982,266.25
9/27/1982,269.8
9/28/1982,270
9/29/1982,268.85
9/30/1982,268.3
10/1/1982,268.9
10/4/1982,273.5
10/5/1982,273.8
10/6/1982,273.95
10/7/1982,270.1
10/8/1982,267.7
10/11/1982,.
10/12/1982,262.6
10/13/1982,266.65
10/14/1982,268.5
10/15/1982,269.7
10/18/1982,268.55
10/19/1982,268.3
10/20/1982,270.4
10/21/1982,273
10/22/1982,273.45
10/25/1982,276.55
10/26/1982,276.05
10/27/1982,276.05
10/28/1982,277.45
10/29/1982,277.1
11/1/1982,276.9
11/2/1982,.
11/3/1982,276.52
11/4/1982,277.65
11/5/1982,275.8
11/8/1982,276
11/9/1982,271.15
11/10/1982,268.1
11/11/1982,.
11/12/1982,268.5
11/15/1982,267.35
11/16/1982,263.7
11/17/1982,263.3
11/18/1982,262.7
11/19/1982,257.85
11/22/1982,254.65
11/23/1982,257.05
11/24/1982,250.7
11/25/1982,.
11/26/1982,250.2
11/29/1982,250.35
11/30/1982,249.2
12/1/1982,248.6
12/2/1982,248.1
12/3/1982,246.6
12/6/1982,245.1
12/7/1982,242.75
12/8/1982,242.15
12/9/1982,245.7
12/10/1982,244.25
12/13/1982,247.3
12/14/1982,244.3
12/15/1982,244.95
12/16/1982,243.3
12/17/1982,244.15
12/20/1982,244.45
12/21/1982,242.1
12/22/1982,240.5
12/23/1982,238.1
12/24/1982,238.1
12/27/1982,237.5
12/28/1982,234.65
12/29/1982,232.8
12/30/1982,234.5
12/31/1982,234.7
1/3/1983,232
1/4/1983,229.8
1/5/1983,229.1
1/6/1983,229.8
1/7/1983,229.1
1/10/1983,226.75
1/11/1983,228.8
1/12/1983,230.55
1/13/1983,229.1
1/14/1983,230.5
1/17/1983,229.6
1/18/1983,232.15
1/19/1983,234.95
1/20/1983,235.3
1/21/1983,236.35
1/24/1983,240.2
1/25/1983,235.85
1/26/1983,235.35
1/27/1983,235.85
1/28/1983,236.4
1/31/1983,239.85
2/1/1983,239.4
2/2/1983,242.2
2/3/1983,238.85
2/4/1983,240.3
2/7/1983,237.45
2/8/1983,237.45
2/9/1983,236.6
2/10/1983,235.1
2/11/1983,234.7
2/14/1983,234.8
2/15/1983,234.1
2/16/1983,232.6
2/17/1983,233.2
2/18/1983,233.6
2/21/1983,.
2/22/1983,233.8
2/23/1983,235.05
2/24/1983,234.2
2/25/1983,235.05
2/28/1983,237.85
3/1/1983,239
3/2/1983,237.3
3/3/1983,236.4
3/4/1983,235.8
3/7/1983,235.7
3/8/1983,238.7
3/9/1983,237.7
3/10/1983,237.05
3/11/1983,238.45
3/14/1983,237.5
3/15/1983,237.25
3/16/1983,237.25
3/17/1983,239.1
3/18/1983,240.3
3/21/1983,240.85
3/22/1983,239.4
3/23/1983,238.8
3/24/1983,237.25
3/25/1983,237.1
3/28/1983,240.1
3/29/1983,240.05
3/30/1983,239.8
3/31/1983,239
4/1/1983,239.6
4/4/1983,239
4/5/1983,237.65
4/6/1983,237.05
4/7/1983,237.9
4/8/1983,239.3
4/11/1983,237.95
4/12/1983,238.05
4/13/1983,238.5
4/14/1983,238.25
4/15/1983,237.6
4/18/1983,237.8
4/19/1983,237.05
4/20/1983,237.38
4/21/1983,236.4
4/22/1983,236.85
4/25/1983,236.25
4/26/1983,237.35
4/27/1983,236.25
4/28/1983,238.2
4/29/1983,238.3
5/2/1983,237.6
5/3/1983,237.65
5/4/1983,236.25
5/5/1983,235.2
5/6/1983,234.7
5/9/1983,232.65
5/10/1983,232.5
5/11/1983,230.9
5/12/1983,231.5
5/13/1983,231.3
5/16/1983,233.3
5/17/1983,233.4
5/18/1983,232.75
5/19/1983,234.4
5/20/1983,234.1
5/23/1983,235.4
5/24/1983,236.6
5/25/1983,236.3
5/26/1983,236.55
5/27/1983,237.97
5/30/1983,.
5/31/1983,238.85
6/1/1983,239.85
6/2/1983,238.35
6/3/1983,239
6/6/1983,240.5
6/7/1983,240.35
6/8/1983,241.38
6/9/1983,242.7
6/10/1983,242.18
6/13/1983,242.55
6/14/1983,243.05
6/15/1983,242.45
6/16/1983,240.55
6/17/1983,239.9
6/20/1983,239.25
6/21/1983,239.6
6/22/1983,237.4
6/23/1983,237.5
6/24/1983,237.3
6/27/1983,239.4
6/28/1983,238.8
6/29/1983,239.35
6/30/1983,239.28
7/1/1983,239.15
7/4/1983,.
7/5/1983,240.7
7/6/1983,239.5
7/7/1983,240.85
7/8/1983,241.35
7/11/1983,241.65
7/12/1983,240.65
7/13/1983,239.8
7/14/1983,240.1
7/15/1983,241.25
7/18/1983,240.8
7/19/1983,240.8
7/20/1983,239.3
7/21/1983,239.6
7/22/1983,240.25
7/25/1983,240.55
7/26/1983,240.6
7/27/1983,240.87
7/28/1983,240.8
7/29/1983,241.75
8/1/1983,243.7
8/2/1983,243.15
8/3/1983,243.25
8/4/1983,243.6
8/5/1983,243.9
8/8/1983,244.25
8/9/1983,243.98
8/10/1983,245.8
8/11/1983,246.35
8/12/1983,247.05
8/15/1983,246.9
8/16/1983,243.15
8/17/1983,243.6
8/18/1983,242.98
8/19/1983,244
8/22/1983,243.1
8/23/1983,243.25
8/24/1983,242.9
8/25/1983,243.2
8/26/1983,245.65
8/29/1983,246.15
8/30/1983,246.25
8/31/1983,246.45
9/1/1983,246.5
9/2/1983,246.8
9/5/1983,.
9/6/1983,245.85
9/7/1983,245.7
9/8/1983,244.6
9/9/1983,244.55
9/12/1983,243.42
9/13/1983,244.2
9/14/1983,245.3
9/15/1983,244.65
9/16/1983,243.55
9/19/1983,241.7
9/20/1983,242.5
9/21/1983,242.25
9/22/1983,242.8
9/23/1983,239.6
9/26/1983,238.05
9/27/1983,237.9
9/28/1983,236.9
9/29/1983,236.8
9/30/1983,235.65
10/3/1983,234.15
10/4/1983,234.1
10/5/1983,232.9
10/6/1983,232.4
10/7/1983,230.85
10/10/1983,.
10/11/1983,232.05
10/12/1983,234.28
10/13/1983,233.15
10/14/1983,232.8
10/17/1983,232.95
10/18/1983,232.3
10/19/1983,232.65
10/20/1983,232.5
10/21/1983,232.38
10/24/1983,233.5
10/25/1983,232.45
10/26/1983,232.95
10/27/1983,232.6
10/28/1983,232.7
10/31/1983,234.05
11/1/1983,234.77
11/2/1983,234.45
11/3/1983,234.35
11/4/1983,236.65
11/7/1983,237
11/8/1983,.
11/9/1983,235.4
11/10/1983,234.45
11/11/1983,.
11/14/1983,234.65
11/15/1983,234.45
11/16/1983,235.4
11/17/1983,236.25
11/18/1983,235.95
11/21/1983,235.2
11/22/1983,234.5
11/23/1983,235.05
11/24/1983,.
11/25/1983,235.1
11/28/1983,234.85
11/29/1983,234.6
11/30/1983,232.5
12/1/1983,232.53
12/2/1983,233.4
12/5/1983,235.2
12/6/1983,234.3
12/7/1983,234.05
12/8/1983,234.3
12/9/1983,236.9
12/12/1983,236.65
12/13/1983,236.25
12/14/1983,235.08
12/15/1983,234.9
12/16/1983,235.5
12/19/1983,236.1
12/20/1983,234.8
12/21/1983,234.7
12/22/1983,234.05
12/23/1983,233.9
12/26/1983,.
12/27/1983,233.8
12/28/1983,233.4
12/29/1983,232.2
12/30/1983,231.7
1/2/1984,.
1/3/1984,232.45
1/4/1984,233.42
1/5/1984,232.7
1/6/1984,232.7
1/9/1984,233.3
1/10/1984,233.45
1/11/1984,234.45
1/12/1984,234.87
1/13/1984,233.4
1/16/1984,233.3
1/17/1984,234.28
1/18/1984,233.6
1/19/1984,233.35
1/20/1984,234.5
1/23/1984,233.85
1/24/1984,234.35
1/25/1984,234.2
1/26/1984,234.1
1/27/1984,234.28
1/30/1984,234.58
1/31/1984,234.67
2/1/1984,234.25
2/2/1984,233.6
2/3/1984,232.7
2/6/1984,233.1
2/7/1984,234.5
2/8/1984,234.15
2/9/1984,233.88
2/10/1984,234.6
2/13/1984,.
2/14/1984,233.95
2/15/1984,233.2
2/16/1984,232.85
2/17/1984,233.2
2/20/1984,.
2/21/1984,234.1
2/22/1984,233.2
2/23/1984,233.6
2/24/1984,233.2
2/27/1984,233.3
2/28/1984,233.52
2/29/1984,233.43
3/1/1984,233.43
3/2/1984,228.2
3/5/1984,223.35
3/6/1984,223.35
3/7/1984,223.25
3/8/1984,224.55
3/9/1984,224.8
3/12/1984,224.83
3/13/1984,223.15
3/14/1984,223.7
3/15/1984,224.1
3/16/1984,225.85
3/19/1984,225.8
3/20/1984,226
3/21/1984,226.8
3/22/1984,226.45
3/23/1984,225.63
3/26/1984,224.67
3/27/1984,224.45
3/28/1984,224.7
3/29/1984,224.05
3/30/1984,224.75
4/2/1984,224.65
4/3/1984,225.1
4/4/1984,225.35
4/5/1984,225.6
4/6/1984,225.35
4/9/1984,225.5
4/10/1984,225.18
4/11/1984,222.7
4/12/1984,224.1
4/13/1984,224.7
4/16/1984,225.42
4/17/1984,225.05
4/18/1984,224.8
4/19/1984,225.1
4/20/1984,225.1
4/23/1984,224.75
4/24/1984,225.85
4/25/1984,225.6
4/26/1984,225.75
4/27/1984,226.55
4/30/1984,227
5/1/1984,226.95
5/2/1984,227.05
5/3/1984,226.4
5/4/1984,226.85
5/7/1984,229
5/8/1984,229.15
5/9/1984,228.87
5/10/1984,229.2
5/11/1984,230.3
5/14/1984,231.2
5/15/1984,231.75
5/16/1984,231.1
5/17/1984,232.33
5/18/1984,233.35
5/21/1984,233
5/22/1984,233.25
5/23/1984,232.37
5/24/1984,231.83
5/25/1984,231.7
5/28/1984,.
5/29/1984,231.8
5/30/1984,231.48
5/31/1984,231.58
6/1/1984,230.15
6/4/1984,229.7
6/5/1984,230.45
6/6/1984,230.5
6/7/1984,231.35
6/8/1984,231.72
6/11/1984,231.93
6/12/1984,232.65
6/13/1984,232.4
6/14/1984,231.65
6/15/1984,233
6/18/1984,233.45
6/19/1984,232.95
6/20/1984,234.55
6/21/1984,234.85
6/22/1984,235.95
6/25/1984,237.95
6/26/1984,237.08
6/27/1984,238
6/28/1984,237.3
6/29/1984,237.3
7/2/1984,238.5
7/3/1984,239.63
7/4/1984,.
7/5/1984,240.35
7/6/1984,241.25
7/9/1984,242.63
7/10/1984,241.45
7/11/1984,242.1
7/12/1984,242.68
7/13/1984,241.45
7/16/1984,240.7
7/17/1984,242.35
7/18/1984,243.85
7/19/1984,243.15
7/20/1984,245.2
7/23/1984,246.95
7/24/1984,246.18
7/25/1984,245.6
7/26/1984,243.65
7/27/1984,245.4
7/30/1984,246.05
7/31/1984,245.3
8/1/1984,245.75
8/2/1984,245.42
8/3/1984,241.8
8/6/1984,243.15
8/7/1984,244.5
8/8/1984,243.1
8/9/1984,243.35
8/10/1984,242.5
8/13/1984,244.08
8/14/1984,241.7
8/15/1984,241.9
8/16/1984,240.8
8/17/1984,241.1
8/20/1984,241.05
8/21/1984,242.15
8/22/1984,241.3
8/23/1984,240.6
8/24/1984,241.2
8/27/1984,241.6
8/28/1984,241.2
8/29/1984,240.6
8/30/1984,241.25
8/31/1984,241.9
9/3/1984,.
9/4/1984,243.75
9/5/1984,244.7
9/6/1984,244.1
9/7/1984,245.8
9/10/1984,245.6
9/11/1984,245.55
9/12/1984,244.95
9/13/1984,245.8
9/14/1984,245.65
9/17/1984,247.2
9/18/1984,246.18
9/19/1984,245.75
9/20/1984,246.9
9/21/1984,244.4
9/24/1984,244.2
9/25/1984,246
9/26/1984,245.15
9/27/1984,245.1
9/28/1984,246.9
10/1/1984,246.4
10/2/1984,246
10/3/1984,245.75
10/4/1984,246.2
10/5/1984,246.95
10/8/1984,.
10/9/1984,247.6
10/10/1984,247.05
10/11/1984,248
10/12/1984,248.1
10/15/1984,248.8
10/16/1984,248.98
10/17/1984,249.1
10/18/1984,248.9
10/19/1984,247.25
10/22/1984,247.3
10/23/1984,244.6
10/24/1984,244.12
10/25/1984,244.05
10/26/1984,245.5
10/29/1984,246.65
10/30/1984,245.6
10/31/1984,245.7
11/1/1984,244.3
11/2/1984,242
11/5/1984,242.05
11/6/1984,.
11/7/1984,240.8
11/8/1984,240.95
11/9/1984,241
11/12/1984,.
11/13/1984,240.45
11/14/1984,242.45
11/15/1984,242.5
11/16/1984,242.8
11/19/1984,243.65
11/20/1984,244.8
11/21/1984,245.53
11/22/1984,.
11/23/1984,245.4
11/26/1984,246.15
11/27/1984,245.4
11/28/1984,245.45
11/29/1984,245.8
11/30/1984,247.5
12/3/1984,248.2
12/4/1984,246.45
12/5/1984,246.8
12/6/1984,246.55
12/7/1984,247.4
12/10/1984,246.82
12/11/1984,247
12/12/1984,247.25
12/13/1984,247.55
12/14/1984,247.75
12/17/1984,247.55
12/18/1984,246.75
12/19/1984,247.76
12/20/1984,248.1
12/21/1984,247.95
12/24/1984,248.1
12/25/1984,.
12/26/1984,249.05
12/27/1984,250.2
12/28/1984,250.45
12/31/1984,251.6
1/1/1985,.
1/2/1985,251.8
1/3/1985,252.45
1/4/1985,253.2
1/7/1985,255.95
1/8/1985,253.75
1/9/1985,255.1
1/10/1985,253.7
1/11/1985,253.83
1/14/1985,255.4
1/15/1985,254.7
1/16/1985,254.95
1/17/1985,254.55
1/18/1985,254.58
1/21/1985,.
1/22/1985,254
1/23/1985,254.4
1/24/1985,253.7
1/25/1985,253.95
1/28/1985,254.18
1/29/1985,254.35
1/30/1985,254.5
1/31/1985,254.8
2/1/1985,256.75
2/4/1985,259.42
2/5/1985,259.7
2/6/1985,259.53
2/7/1985,260.65
2/8/1985,260.7
2/11/1985,261.65
2/12/1985,.
2/13/1985,262.8
2/14/1985,260.5
2/15/1985,257.85
2/18/1985,.
2/19/1985,260.7
2/20/1985,261.3
2/21/1985,261.8
2/22/1985,262.8
2/25/1985,262.65
2/26/1985,261.05
2/27/1985,259.3
2/28/1985,259.45
3/1/1985,260.35
3/4/1985,260.1
3/5/1985,261
3/6/1985,261.2
3/7/1985,261
3/8/1985,261.63
3/11/1985,259.25
3/12/1985,260.1
3/13/1985,260.25
3/14/1985,260.55
3/15/1985,260.55
3/18/1985,259.9
3/19/1985,256.3
3/20/1985,256.4
3/21/1985,254.1
3/22/1985,255.65
3/25/1985,256.65
3/26/1985,255.4
3/27/1985,251.95
3/28/1985,253
3/29/1985,251
4/1/1985,252.45
4/2/1985,254.3
4/3/1985,253.15
4/4/1985,254.5
4/5/1985,254.85
4/8/1985,255.5
4/9/1985,254.9
4/10/1985,254.25
4/11/1985,251.7
4/12/1985,251.35
4/15/1985,249.95
4/16/1985,249.55
4/17/1985,249.55
4/18/1985,247.6
4/19/1985,247.4
4/22/1985,248.8
4/23/1985,250
4/24/1985,251.3
4/25/1985,252.35
4/26/1985,252.95
4/29/1985,252.7
4/30/1985,251.5
5/1/1985,252.75
5/2/1985,252.95
5/3/1985,253.85
5/6/1985,254.55
5/7/1985,252.9
5/8/1985,253.75
5/9/1985,251.55
5/10/1985,252.4
5/13/1985,251.35
5/14/1985,249.6
5/15/1985,251
5/16/1985,251.5
5/17/1985,250.7
5/20/1985,249.65
5/21/1985,250.25
5/22/1985,250.75
5/23/1985,251.3
5/24/1985,251.1
5/27/1985,.
5/28/1985,251.6
5/29/1985,251.75
5/30/1985,251.6
5/31/1985,251.2
6/3/1985,248.6
6/4/1985,249.1
6/5/1985,249.45
6/6/1985,247.7
6/7/1985,249.55
6/10/1985,250
6/11/1985,249.9
6/12/1985,249.85
6/13/1985,249.8
6/14/1985,248.75
6/17/1985,248.7
6/18/1985,247.55
6/19/1985,247.7
6/20/1985,248.35
6/21/1985,248.15
6/24/1985,248.8
6/25/1985,249
6/26/1985,248.45
6/27/1985,249
6/28/1985,248.4
7/1/1985,247.95
7/2/1985,248.35
7/3/1985,248.05
7/4/1985,.
7/5/1985,247
7/8/1985,246.05
7/9/1985,244.25
7/10/1985,243.45
7/11/1985,243
7/12/1985,240.95
7/15/1985,237.65
7/16/1985,237.9
7/17/1985,236.5
7/18/1985,238.2
7/19/1985,238.75
7/22/1985,240.05
7/23/1985,238
7/24/1985,239.75
7/25/1985,238.9
7/26/1985,239.25
7/29/1985,237.15
7/30/1985,237.4
7/31/1985,236.45
8/1/1985,237.65
8/2/1985,237.45
8/5/1985,237.5
8/6/1985,238.45
8/7/1985,238.4
8/8/1985,238.5
8/9/1985,238.55
8/12/1985,237.3
8/13/1985,237.35
8/14/1985,238
8/15/1985,237.15
8/16/1985,236.85
8/19/1985,236.85
8/20/1985,237.4
8/21/1985,237
8/22/1985,235.85
8/23/1985,236.5
8/26/1985,236.89
8/27/1985,237.38
8/28/1985,237
8/29/1985,237.12
8/30/1985,239
9/2/1985,.
9/3/1985,239.5
9/4/1985,239.6
9/5/1985,239.95
9/6/1985,243.6
9/9/1985,243.45
9/10/1985,242.75
9/11/1985,243.55
9/12/1985,243.2
9/13/1985,242
9/16/1985,241.35
9/17/1985,241.7
9/18/1985,242.25
9/19/1985,242.05
9/20/1985,240.1
9/23/1985,231.9
9/24/1985,229.8
9/25/1985,226.9
9/26/1985,220.3
9/27/1985,220.1
9/30/1985,216.5
10/1/1985,215
10/2/1985,214.1
10/3/1985,212.79
10/4/1985,213.45
10/7/1985,215.45
10/8/1985,216
10/9/1985,214.8
10/10/1985,215.4
10/11/1985,214.65
10/14/1985,.
10/15/1985,215.45
10/16/1985,217.3
10/17/1985,215.15
10/18/1985,215.15
10/21/1985,215.7
10/22/1985,216.1
10/23/1985,215.9
10/24/1985,216.7
10/25/1985,214.9
10/28/1985,213.5
10/29/1985,212.43
10/30/1985,211.5
10/31/1985,211.55
11/1/1985,209
11/4/1985,207.9
11/5/1985,208
11/6/1985,205.25
11/7/1985,205.6
11/8/1985,205.85
11/11/1985,.
11/12/1985,205.85
11/13/1985,204
11/14/1985,203.35
11/15/1985,204.3
11/18/1985,203.45
11/19/1985,203
11/20/1985,203.45
11/21/1985,202.1
11/22/1985,201.35
11/25/1985,200.8
11/26/1985,201
11/27/1985,201.05
11/28/1985,.
11/29/1985,202.1
12/2/1985,204.03
12/3/1985,204.75
12/4/1985,202.65
12/5/1985,203
12/6/1985,203.4
12/9/1985,203.5
12/10/1985,203.6
12/11/1985,203.9
12/12/1985,202.05
12/13/1985,202.8
12/16/1985,202.6
12/17/1985,201.95
12/18/1985,203.15
12/19/1985,202.97
12/20/1985,202.7
12/23/1985,202.45
12/24/1985,202.75
12/25/1985,.
12/26/1985,202.8
12/27/1985,202.2
12/30/1985,201.05
12/31/1985,200.25
1/1/1986,.
1/2/1986,199.15
1/3/1986,202.53
1/6/1986,201.9
1/7/1986,201.7
1/8/1986,202.1
1/9/1986,202.1
1/10/1986,202.35
1/13/1986,202.7
1/14/1986,202.6
1/15/1986,202.5
1/16/1986,202.55
1/17/1986,202.52
1/20/1986,.
1/21/1986,202.35
1/22/1986,201.7
1/23/1986,202.05
1/24/1986,196.05
1/27/1986,195.75
1/28/1986,195.65
1/29/1986,194.1
1/30/1986,193.05
1/31/1986,192.3
2/3/1986,191.55
2/4/1986,192.05
2/5/1986,190.65
2/6/1986,190.48
2/7/1986,191.35
2/10/1986,188.15
2/11/1986,187.45
2/12/1986,186.72
2/13/1986,182.3
2/14/1986,182
2/17/1986,.
2/18/1986,181.05
2/19/1986,179.4
2/20/1986,181.1
2/21/1986,182.98
2/24/1986,182.15
2/25/1986,180.95
2/26/1986,181.15
2/27/1986,180.15
2/28/1986,180.55
3/3/1986,179.65
3/4/1986,179
3/5/1986,181.45
3/6/1986,179.3
3/7/1986,179.45
3/10/1986,180.7
3/11/1986,179.9
3/12/1986,180.2
3/13/1986,179.9
3/14/1986,177.15
3/17/1986,175.73
3/18/1986,175
3/19/1986,177.1
3/20/1986,176.37
3/21/1986,175.8
3/24/1986,178.9
3/25/1986,180.2
3/26/1986,179.8
3/27/1986,179.52
3/28/1986,179.85
3/31/1986,177.6
4/1/1986,178.15
4/2/1986,179.5
4/3/1986,179.9
4/4/1986,180.35
4/7/1986,182.85
4/8/1986,180.05
4/9/1986,180.05
4/10/1986,178.8
4/11/1986,178.35
4/14/1986,179.12
4/15/1986,178.25
4/16/1986,176.5
4/17/1986,175.15
4/18/1986,173.8
4/21/1986,172
4/22/1986,170.15
4/23/1986,169.35
4/24/1986,169
4/25/1986,168.1
4/28/1986,167.15
4/29/1986,167.85
4/30/1986,167.6
5/1/1986,169.65
5/2/1986,169.9
5/5/1986,165.62
5/6/1986,166.25
5/7/1986,165.1
5/8/1986,163.62
5/9/1986,162.35
5/12/1986,161.15
5/13/1986,163
5/14/1986,163.3
5/15/1986,163.6
5/16/1986,165.4
5/19/1986,168.15
5/20/1986,168.6
5/21/1986,168.77
5/22/1986,169.3
5/23/1986,169.6
5/26/1986,.
5/27/1986,169.2
5/28/1986,169
5/29/1986,171.6
5/30/1986,174.5
6/2/1986,174.9
6/3/1986,171.6
6/4/1986,171.53
6/5/1986,168.9
6/6/1986,167.7
6/9/1986,167.87
6/10/1986,166.9
6/11/1986,166.35
6/12/1986,165.85
6/13/1986,165.25
6/16/1986,165.5
6/17/1986,167.8
6/18/1986,167.65
6/19/1986,166.88
6/20/1986,167.7
6/23/1986,167.9
6/24/1986,166.65
6/25/1986,166.1
6/26/1986,166.1
6/27/1986,165.45
6/30/1986,163.8
7/1/1986,162.7
7/2/1986,163.35
7/3/1986,161.4
7/4/1986,.
7/7/1986,160.7
7/8/1986,161
7/9/1986,161.08
7/10/1986,160.5
7/11/1986,161.35
7/14/1986,160.25
7/15/1986,159.5
7/16/1986,158.4
7/17/1986,157.35
7/18/1986,156.45
7/21/1986,155.05
7/22/1986,156.8
7/23/1986,157.45
7/24/1986,156.7
7/25/1986,157.7
7/28/1986,155.95
7/29/1986,155.7
7/30/1986,156.1
7/31/1986,153.85
8/1/1986,153.85
8/4/1986,154
8/5/1986,154.95
8/6/1986,154.4
8/7/1986,153.8
8/8/1986,154.15
8/11/1986,153.77
8/12/1986,154.7
8/13/1986,154.3
8/14/1986,153.73
8/15/1986,154.2
8/18/1986,154.2
8/19/1986,153.5
8/20/1986,153.4
8/21/1986,153.25
8/22/1986,153.45
8/25/1986,153.84
8/26/1986,154.95
8/27/1986,154.68
8/28/1986,156.05
8/29/1986,154.55
9/1/1986,.
9/2/1986,154.25
9/3/1986,154.7
9/4/1986,154.9
9/5/1986,155.4
9/8/1986,156.15
9/9/1986,155.7
9/10/1986,154.8
9/11/1986,156.4
9/12/1986,155.35
9/15/1986,155.18
9/16/1986,156.35
9/17/1986,154.8
9/18/1986,153.65
9/19/1986,152
9/22/1986,153.6
9/23/1986,154.66
9/24/1986,154.57
9/25/1986,154.55
9/26/1986,154.35
9/29/1986,153.65
9/30/1986,154.35
10/1/1986,154.15
10/2/1986,153.92
10/3/1986,154.17
10/6/1986,154.06
10/7/1986,154.07
10/8/1986,154.35
10/9/1986,154.95
10/10/1986,154.45
10/13/1986,.
10/14/1986,153.97
10/15/1986,154.2
10/16/1986,154.2
10/17/1986,154.23
10/20/1986,154.75
10/21/1986,155.16
10/22/1986,155.8
10/23/1986,158.13
10/24/1986,161.35
10/27/1986,160.7
10/28/1986,160.1
10/29/1986,160.5
10/30/1986,161.78
10/31/1986,163.4
11/3/1986,164
11/4/1986,163.92
11/5/1986,164.5
11/6/1986,163.3
11/7/1986,163.2
11/10/1986,162.85
11/11/1986,.
11/12/1986,160.62
11/13/1986,160.9
11/14/1986,161.45
11/17/1986,162.82
11/18/1986,162.8
11/19/1986,162.4
11/20/1986,162.75
11/21/1986,164.05
11/24/1986,164.18
11/25/1986,162.55
11/26/1986,162.95
11/27/1986,.
11/28/1986,162.05
12/1/1986,162.25
12/2/1986,162
12/3/1986,162.26
12/4/1986,162.77
12/5/1986,162.42
12/8/1986,162.4
12/9/1986,162.6
12/10/1986,162.75
12/11/1986,162.7
12/12/1986,163.05
12/15/1986,163.25
12/16/1986,163.95
12/17/1986,163.65
12/18/1986,163
12/19/1986,162.2
12/22/1986,162.75
12/23/1986,162.7
12/24/1986,161.45
12/25/1986,.
12/26/1986,159.75
12/29/1986,159.05
12/30/1986,159.9
12/31/1986,158.3
1/1/1987,.
1/2/1987,158.25
